CPU Name,Cores,CPU Mark -,Thread Mark -,TDP (W) -,Socket,Category
Intel Core i7-8709G @ 3.10GHz,4,"7,990","2,291",100,BGA2270,Laptop
Intel Core i7-870S @ 2.67GHz,4,"2,786","1,270",82,LGA1156,Desktop
Intel Core i7-8750H @ 2.20GHz,6,"10,089","2,332",45,FCBGA1440,Laptop
Intel Core i7-875K @ 2.93GHz,4,"3,119","1,374",95,LGA1156,Desktop
Intel Core i7-880 @ 3.07GHz,4,"2,920","1,386",95,LGA1156,Desktop
Intel Core i7-8809G @ 3.10GHz,4,"8,759","2,457",100,BGA2270,Laptop
Intel Core i7-8850H @ 2.60GHz,6,"10,343","2,403",45,FCBGA1440,Laptop
Intel Core i7-920 @ 2.67GHz,4,"2,738","1,219",130,LGA1366,Desktop
Intel Core i7-920XM @ 2.00GHz,4,"2,021","1,016",55,PGA988B,Laptop
Intel Core i7-930 @ 2.80GHz,4,"2,873","1,275",130,LGA1366,Desktop
Intel Core i7-940 @ 2.93GHz,4,"3,066","1,345",130,LGA1366,Desktop
Intel Core i7-940XM @ 2.13GHz,4,"2,252","1,223",55,PGA988,Laptop
Intel Core i7-950 @ 3.07GHz,4,"3,148","1,394",130,LGA1366,Desktop
Intel Core i7-960 @ 3.20GHz,4,"3,245","1,452",130,LGA1366,Desktop
Intel Core i7-965 @ 3.20GHz,4,"3,288","1,452",130,LGA1366,Desktop
Intel Core i7-970 @ 3.20GHz,6,"6,499","1,455",130,LGA1366,Desktop
Intel Core i7-9700 @ 3.00GHz,8,"13,383","2,782",65,FCLGA1151-2,Desktop
Intel Core i7-9700E @ 2.60GHz,8,"11,905","2,581",65,FCLGA1151-2,Desktop
Intel Core i7-9700F @ 3.00GHz,8,"13,453","2,795",65,FCLGA1151-2,Desktop
Intel Core i7-9700K @ 3.60GHz,8,"14,549","2,899",95,FCLGA1151-2,Desktop
Intel Core i7-9700KF @ 3.60GHz,8,"14,513","2,921",95,FCLGA1151-2,Desktop
Intel Core i7-9700T @ 2.00GHz,8,"10,736","2,445",35,FCLGA1151-2,Desktop
Intel Core i7-9700TE @ 1.80GHz,8,"10,826","2,309",35,FCLGA1151-2,"Desktop, Laptop"
Intel Core i7-975 @ 3.33GHz,4,"3,356","1,507",130,LGA1366,Desktop
Intel Core i7-9750H @ 2.60GHz,6,"11,208","2,488",45,FCBGA1440,Laptop
Intel Core i7-9750HF @ 2.60GHz,6,"11,435","2,547",45,FCBGA1440,Laptop
Intel Core i7-980 @ 3.33GHz,6,"7,018","1,558",130,LGA1366,Desktop
Intel Core i7-9800X @ 3.80GHz,8,"18,255","2,599",165,FCLGA2066,Desktop
Intel Core i7-980X @ 3.33GHz,6,"6,806","1,530",130,LGA1366,Desktop
Intel Core i7-985 @ 3.47GHz,4,"3,928","1,579",NA,LGA1366,Unknown
Intel Core i7-9850H @ 2.60GHz,6,"11,491","2,551",45,Unknown,Laptop
Intel Core i7-9850HL @ 1.90GHz,6,"9,112","2,139",25,FCBGA1440,"Desktop, Laptop"
Intel Core i7-990X @ 3.47GHz,6,"7,148","1,600",130,LGA1366,Desktop
Intel Core i7-995X @ 3.60GHz,6,"7,079","1,683",NA,Unknown,Desktop
Intel Core i9-10850K @ 3.60GHz,10,"23,099","3,090",125,FCLGA1200,Desktop
Intel Core i9-10880H @ 2.30GHz,8,"15,064","2,805",45,FCBGA1440,Laptop
Intel Core i9-10885H @ 2.40GHz,8,"15,658","2,808",45,FCBGA1440,Laptop
Intel Core i9-10900 @ 2.80GHz,10,"20,460","3,057",65,FCLGA1200,Desktop
Intel Core i9-10900E @ 2.80GHz,10,"20,658","2,969",65,FCLGA1200,"Desktop, Mobile/Embedded"
Intel Core i9-10900F @ 2.80GHz,10,"20,889","3,070",65,FCLGA1200,Desktop
Intel Core i9-10900K @ 3.70GHz,10,"23,785","3,167",125,FCLGA1200,Desktop
Intel Core i9-10900KF @ 3.70GHz,10,"23,525","3,140",125,FCLGA1200,Desktop
Intel Core i9-10900T @ 1.90GHz,10,"15,134","2,523",35,FCLGA1200,Desktop
Intel Core i9-10900TE @ 1.80GHz,10,"17,888","2,684",35,FCLGA1200,Mobile/Embedded
Intel Core i9-10900X @ 3.70GHz,10,"22,724","2,698",165,FCLGA2066,Desktop
Intel Core i9-10910 @ 3.60GHz,10,"21,776","3,142",125,FCLGA1200,Desktop
Intel Core i9-10920X @ 3.50GHz,12,"26,721","2,768",165,FCLGA2066,Desktop
Intel Core i9-10940X @ 3.30GHz,14,"28,619","2,724",165,FCLGA2066,Desktop
Intel Core i9-10980HK @ 2.40GHz,8,"16,271","2,869",45,FCBGA1440,Laptop
Intel Core i9-10980XE @ 3.00GHz,18,"33,614","2,668",165,FCLGA2066,Desktop
Intel Core i9-11900 @ 2.50GHz,8,"23,185","3,451",65,FCLGA1200,Desktop
Intel Core i9-11900F @ 2.50GHz,8,"23,892","3,531",65,FCLGA1200,Desktop
Intel Core i9-11900H @ 2.50GHz,8,"21,602","3,214",45,FCBGA1787,Laptop
Intel Core i9-11900K @ 3.50GHz,8,"25,555","3,518",125,FCLGA1200,Desktop
Intel Core i9-11900KB @ 3.30GHz,8,"23,143","3,315",65,FCBGA1787,Desktop
Intel Core i9-11900KF @ 3.50GHz,8,"25,468","3,567",125,FCLGA1200,Desktop
Intel Core i9-11900T @ 1.50GHz,8,"20,225","3,419",35,FCLGA1200,Desktop
Intel Core i9-11950H @ 2.60GHz,8,"22,563","3,298",45,FCBGA1787,Laptop
Intel Core i9-11980HK @ 2.60GHz,8,"23,611","3,311",45,FCBGA1787,Laptop
Intel Core i9-12900,8,"38,700","4,167",65,FCLGA1700,Desktop
Intel Core i9-12900F,8,"36,943","4,010",65,FCLGA1700,Desktop
Intel Core i9-12900H,6,"30,018","4,001",45,FCBGA1744,Laptop
Intel Core i9-12900HK,6,"29,951","3,925",45,FCBGA1744,Laptop
Intel Core i9-12900K,8,"40,964","4,205",241,FCLGA1700,Desktop
Intel Core i9-12900KF,8,"41,088","4,213",241,FCLGA1700,Desktop
Intel Core i9-12900KS,8,"43,955","4,255",150,LGA 1700,Desktop
Intel Core i9-12900T,8,"34,531","4,053",35,FCLGA1700,Desktop
Intel Core i9-7900X @ 3.30GHz,10,"21,329","2,595",140,FCLGA2066,Desktop
Intel Core i9-7920X @ 2.90GHz,12,"23,246","2,463",140,FCLGA2066,Desktop
Intel Core i9-7940X @ 3.10GHz,14,"26,508","2,490",165,FCLGA2066,Desktop
Intel Core i9-7960X @ 2.80GHz,16,"26,699","2,525",165,FCLGA2066,Desktop
Intel Core i9-7980XE @ 2.60GHz,18,"29,554","2,464",165,FCLGA2066,Desktop
Intel Core i9-8950HK @ 2.90GHz,6,"10,813","2,495",45,FCBGA1440,Laptop
Intel Core i9-9820X @ 3.30GHz,10,"18,288","2,406",165,FCLGA2066,Desktop
Intel Core i9-9880H @ 2.30GHz,8,"13,987","2,558",45,FCBGA1440,Laptop
Intel Core i9-9900 @ 3.10GHz,8,"16,881","2,863",65,FCLGA1151-2,Desktop
Intel Core i9-9900K @ 3.60GHz,8,"18,721","2,960",95,FCLGA1151-2,Desktop
Intel Core i9-9900KF @ 3.60GHz,8,"18,706","2,968",95,FCLGA1151-2,Desktop
Intel Core i9-9900KS @ 4.00GHz,8,"19,505","3,038",127,FCLGA1151-2,Desktop
Intel Core i9-9900T @ 2.10GHz,8,"13,947","2,505",35,FCLGA1151-2,Desktop
Intel Core i9-9900X @ 3.50GHz,10,"21,800","2,602",165,FCLGA2066,Desktop
Intel Core i9-9920X @ 3.50GHz,12,"25,357","2,624",165,FCLGA2066,Desktop
Intel Core i9-9940X @ 3.30GHz,14,"28,411","2,647",165,FCLGA2066,Desktop
Intel Core i9-9960X @ 3.10GHz,16,"30,655","2,631",165,FCLGA2066,Desktop
Intel Core i9-9980HK @ 2.40GHz,8,"14,731","2,620",45,FCBGA1440,Laptop
Intel Core i9-9980XE @ 3.00GHz,18,"31,985","2,571",165,FCLGA2066,Desktop
Intel Core i9-9990XE @ 4.00GHz,14,"30,162","2,970",255,LGA2066,Desktop
Intel Core M-5Y10 @ 0.80GHz,2,"1,840","1,098",4.5,Unknown,Laptop
Intel Core M-5Y10a @ 0.80GHz,2,"1,905",993,4.5,FCBGA1234,Laptop
Intel Core M-5Y10c @ 0.80GHz,2,"1,822","1,080",4.5,FCBGA1234,Laptop
Intel Core M-5Y31 @ 0.90GHz,2,"2,085","1,332",4.5,FCBGA1234,Laptop
Intel Core M-5Y51 @ 1.10GHz,2,"2,191","1,407",4.5,FCBGA1234,Laptop
Intel Core M-5Y70 @ 1.10GHz,2,"1,705","1,039",4.5,BGA1234,Laptop
Intel Core M-5Y71 @ 1.20GHz,2,"2,069","1,334",4.5,FCBGA1234,Laptop
Intel Core m3-6Y30 @ 0.90GHz,2,"2,041","1,229",4.5,FCBGA1515,Laptop
Intel Core m3-7Y30 @ 1.00GHz,2,"2,589","1,386",4.5,FCBGA1515,Laptop
Intel Core m3-7Y32 @ 1.10GHz,2,"2,928","1,689",4.5,FCBGA1515,Laptop
Intel Core m3-8100Y @ 1.10GHz,2,"2,986","1,780",5,FCBGA1515,Laptop
Intel Core m5-6Y54 @ 1.10GHz,2,"2,131","1,198",7,FCBGA1515,Laptop
Intel Core m5-6Y57 @ 1.10GHz,2,"2,369","1,361",7,FCBGA1515,Laptop
Intel Core m5-7Y54 @ 1.20GHz,2,"1,475",746,NA,Unknown,Unknown
Intel Core m7-6Y75 @ 1.20GHz,2,"2,380","1,433",7,FCBGA1515,Laptop
Intel Core Solo T1300 @ 1.66GHz,1,210,518,27,PGA478,Laptop
Intel Core Solo T1350 @ 1.86GHz,1,194,413,31,Unknown,Laptop
Intel Core Solo T1400 @ 1.83GHz,1,253,525,27,PGA478,Laptop
Intel Core Solo U1300 @ 1.06GHz,1,127,340,6,PBGA479,Laptop
Intel Core Solo U1400 @ 1.20GHz,1,130,365,5.5,PBGA479,Laptop
Intel Core Solo U1500 @ 1.33GHz,1,164,375,5.5,Unknown,Laptop
Intel Core2 Duo E4300 @ 1.80GHz,2,561,665,65,LGA775,Desktop
Intel Core2 Duo E4400 @ 2.00GHz,2,632,753,65,LGA775,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,2,718,820,65,LGA775,Desktop
Intel Core2 Duo E4600 @ 2.40GHz,2,829,925,65,LGA775,Desktop
Intel Core2 Duo E4700 @ 2.60GHz,2,811,998,65,LGA775,Desktop
Intel Core2 Duo E6300 @ 1.86GHz,2,592,693,65,"LGA775, PLGA775",Desktop
Intel Core2 Duo E6320 @ 1.86GHz,2,597,642,65,PLGA775,Desktop
Intel Core2 Duo E6400 @ 2.13GHz,2,772,844,65,LGA775,Desktop
Intel Core2 Duo E6420 @ 2.13GHz,2,714,783,65,PLGA775,Desktop
Intel Core2 Duo E6540 @ 2.33GHz,2,808,969,65,LGA775,Desktop
Intel Core2 Duo E6550 @ 2.33GHz,2,868,909,65,LGA775,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,2,899,952,65,PLGA775,Desktop
Intel Core2 Duo E6700 @ 2.66GHz,2,"1,012","1,055",65,LGA775,Desktop
Intel Core2 Duo E6750 @ 2.66GHz,2,"1,013","1,055",65,LGA775,Desktop
Intel Core2 Duo E6850 @ 3.00GHz,2,"1,140","1,196",65,LGA775,Desktop
Intel Core2 Duo E7200 @ 2.53GHz,2,962,"1,075",65,LGA775,Desktop
Intel Core2 Duo E7300 @ 2.66GHz,2,981,"1,107",65,LGA775,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,2,979,"1,101",65,LGA775,Desktop
Intel Core2 Duo E7500 @ 2.93GHz,2,"1,088","1,199",65,LGA775,Desktop
Intel Core2 Duo E7600 @ 3.06GHz,2,"1,161","1,275",65,LGA775,Desktop
Intel Core2 Duo E8135 @ 2.40GHz,2,973,"1,028",NA,Unknown,Unknown
Intel Core2 Duo E8135 @ 2.66GHz,2,"1,119","1,140",NA,Socket P,Laptop
Intel Core2 Duo E8200 @ 2.66GHz,2,"1,064","1,126",65,LGA775,Desktop
Intel Core2 Duo E8235 @ 2.80GHz,2,995,"1,113",NA,Socket P,Laptop
Intel Core2 Duo E8290 @ 2.83GHz,2,"1,408","1,302",65,LGA775,Unknown
Intel Core2 Duo E8300 @ 2.83GHz,2,"1,034","1,169",65,LGA775,Desktop
Intel Core2 Duo E8335 @ 2.66GHz,2,"1,172","1,126",NA,Socket P,Laptop
Intel Core2 Duo E8335 @ 2.93GHz,2,"1,187","1,206",NA,Socket P,Laptop
Intel Core2 Duo E8400 @ 3.00GHz,2,"1,167","1,242",65,LGA775,Desktop
Intel Core2 Duo E8435 @ 3.06GHz,2,"1,240","1,307",NA,Socket P,Laptop
Intel Core2 Duo E8500 @ 3.16GHz,2,"1,238","1,324",65,LGA775,Desktop
Intel Core2 Duo E8600 @ 3.33GHz,2,"1,340","1,404",65,LGA775,Desktop
Intel Core2 Duo L7100 @ 1.20GHz,2,467,484,NA,BGA956,Laptop
Intel Core2 Duo L7300 @ 1.40GHz,2,489,529,17,BGA479,Laptop
Intel Core2 Duo L7400 @ 1.50GHz,2,516,555,17,BGA479,Laptop
Intel Core2 Duo L7500 @ 1.60GHz,2,575,600,17,BGA479,Laptop
Intel Core2 Duo L7700 @ 1.80GHz,2,607,748,17,Unknown,Laptop
Intel Core2 Duo L7800 @ 2.00GHz,2,680,622,NA,Unknown,Unknown
Intel Core2 Duo L9300 @ 1.60GHz,2,666,659,17,BGA956,Laptop
Intel Core2 Duo L9600 @ 2.13GHz,2,892,914,17,BGA956,Laptop
Intel Core2 Duo P7350 @ 2.00GHz,2,727,787,25,BGA479,Laptop
Intel Core2 Duo P7370 @ 2.00GHz,2,790,793,25,PGA478,Laptop
Intel Core2 Duo P7450 @ 2.13GHz,2,747,821,25,PGA478,Laptop
Intel Core2 Duo P7550 @ 2.26GHz,2,868,917,25,PGA478,Laptop
Intel Core2 Duo P7570 @ 2.26GHz,2,711,884,25,PGA478,Laptop
Intel Core2 Duo P8400 @ 2.26GHz,2,827,921,25,BGA479,Laptop
Intel Core2 Duo P8600 @ 2.40GHz,2,851,935,25,BGA479,Laptop
Intel Core2 Duo P8700 @ 2.53GHz,2,956,"1,047",25,BGA479,Laptop
Intel Core2 Duo P8800 @ 2.66GHz,2,915,"1,078",25,BGA479,Laptop
Intel Core2 Duo P9300 @ 2.26GHz,2,909,855,NA,Unknown,Laptop
Intel Core2 Duo P9500 @ 2.53GHz,2,959,"1,056",25,BGA479,Laptop
Intel Core2 Duo P9600 @ 2.53GHz,2,"1,012","1,075",25,PGA478,Laptop
Intel Core2 Duo P9600 @ 2.66GHz,2,"1,069","1,111",25,PGA478,Laptop
Intel Core2 Duo P9700 @ 2.80GHz,2,"1,109","1,151",28,PGA478,Laptop
Intel Core2 Duo SL9400 @ 1.86GHz,2,743,767,17,BGA956,Laptop
Intel Core2 Duo SP9400 @ 2.40GHz,2,948,930,25,BGA956,Laptop
Intel Core2 Duo SU9400 @ 1.40GHz,2,534,597,10,BGA956,Laptop
Intel Core2 Duo T5200 @ 1.60GHz,2,438,575,34,Socket M,Laptop
Intel Core2 Duo T5250 @ 1.50GHz,2,483,542,35,PGA478,Laptop
Intel Core2 Duo T5270 @ 1.40GHz,2,496,586,35,PGA478,Laptop
Intel Core2 Duo T5300 @ 1.73GHz,2,635,423,34,PGA478,Laptop
Intel Core2 Duo T5450 @ 1.66GHz,2,543,581,35,PGA478,Laptop
Intel Core2 Duo T5470 @ 1.60GHz,2,531,606,35,PGA478,Laptop
Intel Core2 Duo T5500 @ 1.66GHz,2,513,590,34,PGA478,Laptop
Intel Core2 Duo T5550 @ 1.83GHz,2,596,664,35,PGA478,Laptop
Intel Core2 Duo T5600 @ 1.83GHz,2,645,696,34,PGA478,Laptop
Intel Core2 Duo T5670 @ 1.80GHz,2,530,635,35,Socket P,Laptop
Intel Core2 Duo T5750 @ 2.00GHz,2,667,735,35,Socket P,Laptop
Intel Core2 Duo T5800 @ 2.00GHz,2,638,738,35,PGA478,Laptop
Intel Core2 Duo T5850 @ 2.16GHz,2,657,769,NA,Socket P,Laptop
Intel Core2 Duo T5870 @ 2.00GHz,2,700,748,35,"PPGA478, Socket",Laptop
Intel Core2 Duo T5900 @ 2.20GHz,2,652,768,NA,Socket P,Laptop
Intel Core2 Duo T6400 @ 2.00GHz,2,708,794,35,PGA478,Laptop
Intel Core2 Duo T6500 @ 2.10GHz,2,687,833,35,PGA478,Laptop
Intel Core2 Duo T6570 @ 2.10GHz,2,718,824,35,PGA478,Laptop
Intel Core2 Duo T6600 @ 2.20GHz,2,761,851,35,PGA478,Laptop
Intel Core2 Duo T6670 @ 2.20GHz,2,756,855,35,PGA478,Laptop
Intel Core2 Duo T7100 @ 1.80GHz,2,643,714,35,BGA479,Laptop
Intel Core2 Duo T7200 @ 2.00GHz,2,723,756,34,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7250 @ 2.00GHz,2,688,771,35,BGA479,Laptop
Intel Core2 Duo T7300 @ 2.00GHz,2,693,772,35,BGA479,Laptop
Intel Core2 Duo T7400 @ 2.16GHz,2,702,774,34,BGA479,Laptop
Intel Core2 Duo T7500 @ 2.20GHz,2,823,878,35,BGA479,Laptop
Intel Core2 Duo T7600 @ 2.33GHz,2,770,848,34,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7700 @ 2.40GHz,2,825,899,35,BGA479,Laptop
Intel Core2 Duo T7800 @ 2.60GHz,2,976,"1,034",35,BGA479,Laptop
Intel Core2 Duo T8100 @ 2.10GHz,2,739,836,35,BGA479,Laptop
Intel Core2 Duo T8300 @ 2.40GHz,2,903,995,35,BGA479,Laptop
Intel Core2 Duo T9300 @ 2.50GHz,2,938,"1,018",35,BGA479,Laptop
Intel Core2 Duo T9400 @ 2.53GHz,2,934,"1,014",35,BGA479,Laptop
Intel Core2 Duo T9500 @ 2.60GHz,2,"1,016","1,090",35,BGA479,Laptop
Intel Core2 Duo T9550 @ 2.66GHz,2,937,"1,035",35,BGA479,Laptop
Intel Core2 Duo T9600 @ 2.80GHz,2,"1,051","1,121",35,BGA479,Laptop
Intel Core2 Duo T9800 @ 2.93GHz,2,"1,163","1,220",35,BGA479,Laptop
Intel Core2 Duo T9900 @ 3.06GHz,2,"1,227","1,204",35,"BGA479,PGA478",Laptop
Intel Core2 Duo U7300 @ 1.30GHz,2,501,533,10,BGA956,Laptop
Intel Core2 Duo U7500 @ 1.06GHz,2,405,425,10,BGA479,Laptop
Intel Core2 Duo U7600 @ 1.20GHz,2,316,427,10,BGA479,Laptop
Intel Core2 Duo U7700 @ 1.33GHz,2,345,345,10,Unknown,Laptop
Intel Core2 Duo U9300 @ 1.20GHz,2,485,542,10,BGA956,Laptop
Intel Core2 Duo U9600 @ 1.60GHz,2,584,657,10,BGA956,Laptop
Intel Core2 Extreme Q6800 @ 2.93GHz,4,"2,267","1,202",75,LGA775,Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz,4,"2,268","1,230",130,LGA775,Desktop
Intel Core2 Extreme Q9200 @ 2.40GHz,4,"2,011","1,080",NA,Unknown,Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz,4,"1,845","1,046",45,PGA478,Desktop
Intel Core2 Extreme X6800 @ 2.93GHz,2,823,973,75,PLGA775,Desktop
Intel Core2 Extreme X7800 @ 2.60GHz,2,"1,138","1,077",44,PGA478,Laptop
Intel Core2 Extreme X7900 @ 2.80GHz,2,"1,093","1,087",44,PGA478,Laptop
Intel Core2 Extreme X9000 @ 2.80GHz,2,"1,135","1,103",44,PGA478,Laptop
Intel Core2 Extreme X9100 @ 3.06GHz,2,"1,139","1,175",44,PGA478,Laptop
Intel Core2 Extreme X9650 @ 3.00GHz,4,"2,455","1,288",130,LGA775,Desktop
Intel Core2 Extreme X9750 @ 3.16GHz,4,"2,348","1,352",NA,Unknown,Unknown
Intel Core2 Extreme X9770 @ 3.20GHz,4,"2,632","1,398",136,LGA775,Desktop
Intel Core2 Extreme X9775 @ 3.20GHz,4,"2,780","1,451",150,LGA771,Desktop
Intel Core2 Quad Q6600 @ 2.40GHz,4,"1,776",958,105,LGA775,Desktop
Intel Core2 Quad Q6700 @ 2.66GHz,4,"2,060","1,077",105,LGA775,Desktop
Intel Core2 Quad Q8200 @ 2.33GHz,4,"1,797","1,014",95,LGA775,Desktop
Intel Core2 Quad Q8300 @ 2.50GHz,4,"1,818","1,060",95,LGA775,Desktop
Intel Core2 Quad Q8400 @ 2.66GHz,4,"2,035","1,153",95,LGA775,Desktop
Intel Core2 Quad Q9000 @ 2.00GHz,4,"1,480",879,45,PGA478,Laptop
Intel Core2 Quad Q9100 @ 2.26GHz,4,"1,764",930,45,PGA478,Laptop
Intel Core2 Quad Q9300 @ 2.50GHz,4,"1,962","1,087",95,LGA775,Desktop
Intel Core2 Quad Q9400 @ 2.66GHz,4,"2,066","1,140",95,LGA775,Desktop
Intel Core2 Quad Q9450 @ 2.66GHz,4,"2,109","1,126",95,LGA775,Desktop
Intel Core2 Quad Q9500 @ 2.83GHz,4,"2,191","1,217",95,LGA775,Desktop
Intel Core2 Quad Q9505 @ 2.83GHz,4,"2,020","1,190",95,LGA775,Desktop
Intel Core2 Quad Q9550 @ 2.83GHz,4,"2,290","1,223",95,LGA775,Desktop
Intel Core2 Quad Q9650 @ 3.00GHz,4,"2,409","1,292",95,LGA775,Desktop
Intel Core2 Solo U2100 @ 1.06GHz,1,233,258,5.5,Unknown,Laptop
Intel Core2 Solo U3500 @ 1.40GHz,1,252,546,5.5,BGA956,Laptop
Intel Pentium 1403 @ 2.60GHz,2,"1,851",990,80,LGA1356,Server
Intel Pentium 1403 v2 @ 2.60GHz,2,"2,284","1,391",80,Unknown,Server
Intel Pentium 2020M @ 2.40GHz,2,"1,368","1,268",35,FCPGA988,Laptop
Intel Pentium 2030M @ 2.50GHz,2,"1,353","1,157",35,FCPGA988,Laptop
Intel Pentium 2117U @ 1.80GHz,2,998,925,17,FCBGA1023,Laptop
Intel Pentium 2127U @ 1.90GHz,2,"1,066",992,17,FCBGA1023,Laptop
Intel Pentium 2129Y @ 1.10GHz,2,635,587,10,FCBGA1023,Laptop
Intel Pentium 3550M @ 2.30GHz,2,"1,309","1,183",37,FCPGA946,Laptop
Intel Pentium 3556U @ 1.70GHz,2,"1,003",933,15,BGA1168,Laptop
Intel Pentium 3558U @ 1.70GHz,2,994,926,15,FCBGA1168,Laptop
Intel Pentium 3560M @ 2.40GHz,2,"1,552","1,421",37,FCPGA946,Laptop
Intel Pentium 3560Y @ 1.20GHz,2,849,700,11.5,BGA1168,Laptop
Intel Pentium 3805U @ 1.90GHz,2,"1,148","1,079",15,FCBGA1168,Laptop
Intel Pentium 3825U @ 1.90GHz,2,"1,340","1,108",15,FCBGA1168,Laptop
Intel Pentium 4 1.50GHz,1,86,228,57.8,PGA423,Desktop
Intel Pentium 4 1.60GHz,1,84,225,38,PGA478,Desktop
Intel Pentium 4 1.70GHz,1,86,254,64,PGA423,Desktop
Intel Pentium 4 1.80GHz,1,115,318,68.1,PGA478,Desktop
Intel Pentium 4 1.90GHz,1,104,292,69.2,PGA423,Desktop
Intel Pentium 4 1300MHz,1,77,203,51.6,PGA423,Desktop
Intel Pentium 4 1400MHz,1,83,180,54.7,PGA423,Desktop
Intel Pentium 4 1500MHz,1,81,223,57.8,PGA423,Desktop
Intel Pentium 4 1700MHz,1,100,266,64,PGA423,Desktop
Intel Pentium 4 1800MHz,1,114,317,68.1,PGA478,Desktop
Intel Pentium 4 2.00GHz,1,133,349,54.3,PGA478,Desktop
Intel Pentium 4 2.20GHz,1,157,379,57.1,PGA478,Desktop
Intel Pentium 4 2.26GHz,1,151,409,58,PGA478,Desktop
Intel Pentium 4 2.40GHz,1,131,360,59.8,PGA478,Desktop
Intel Pentium 4 2.50GHz,1,160,385,61,PGA478,Desktop
Intel Pentium 4 2.53GHz,1,162,442,61.5,PGA478,Desktop
Intel Pentium 4 2.60GHz,1,215,494,69,PGA478,Desktop
Intel Pentium 4 2.66GHz,1,157,431,66.1,PGA478,Desktop
Intel Pentium 4 2.80GHz,1,236,506,69.7,PGA478,Desktop
Intel Pentium 4 2.93GHz,1,150,269,NA,Unknown,Desktop
Intel Pentium 4 3.00GHz,1,313,549,81.9,PGA478,Desktop
Intel Pentium 4 3.06GHz,1,249,551,81.8,PGA478,Desktop
Intel Pentium 4 3.20GHz,1,326,561,82,PGA478,Desktop
Intel Pentium 4 3.40GHz,1,293,667,89,PGA478,Desktop
Intel Pentium 4 3.46GHz,1,295,512,110.7,Unknown,Desktop
Intel Pentium 4 3.60GHz,1,315,447,115,Unknown,Desktop
Intel Pentium 4 3.73GHz,1,385,572,115,Unknown,Desktop
Intel Pentium 4 3.80GHz,1,313,596,65,Unknown,Desktop
Intel Pentium 4 3.83GHz,1,154,237,NA,Unknown,Desktop
Intel Pentium 4 Mobile 1.60GHz,1,116,254,NA,Unknown,Laptop
Intel Pentium 4 Mobile 1.80GHz,1,114,195,NA,Unknown,Laptop
Intel Pentium 4 Mobile 1.90GHz,1,136,282,NA,Unknown,Laptop
Intel Pentium 4 Mobile 2.00GHz,1,132,310,NA,Unknown,Laptop
Intel Pentium 4405U @ 2.10GHz,2,"2,091","1,217",15,FCBGA1356,Laptop
Intel Pentium 4405Y @ 1.50GHz,2,"1,518",868,6,FCBGA1515,Laptop
Intel Pentium 4410Y @ 1.50GHz,2,"1,444",777,6,FCBGA1515,Laptop
Intel Pentium 4415U @ 2.30GHz,2,"2,199","1,269",15,BGA1356,Laptop
Intel Pentium 4415Y @ 1.60GHz,2,"1,600",899,6,FCBGA1515,Laptop
Intel Pentium 4417U @ 2.30GHz,2,"2,276","1,334",15,FCBGA1356,Laptop
Intel Pentium 4425Y @ 1.70GHz,2,"1,697",967,6,FCBGA1515,Laptop
Intel Pentium 5405U @ 2.30GHz,2,"2,286","1,340",15,FCBGA1528,Laptop
Intel Pentium 6405U @ 2.40GHz,2,"2,367","1,417",15,FCBGA1528,Laptop
Intel Pentium 6805 @ 1.10GHz,2,"4,745","1,964",15,FCBGA1526,Laptop
Intel Pentium 957 @ 1.20GHz,2,622,574,17,FCBGA1023,Laptop
Intel Pentium 967 @ 1.30GHz,2,626,620,17,FCBGA1023,Laptop
Intel Pentium 987 @ 1.50GHz,2,642,641,17,FCBGA1023,Laptop
Intel Pentium 997 @ 1.60GHz,2,789,729,17,BGA-1023,Unknown
Intel Pentium A1018 @ 2.10GHz,2,"1,117","1,020",35,FCPGA988,Laptop
Intel Pentium A1020 @ 2.41GHz,4,"1,265",705,10,FCBGA1170,Laptop
Intel Pentium B940 @ 2.00GHz,2,835,864,35,PGA988,Laptop
Intel Pentium B950 @ 2.10GHz,2,980,932,35,PGA988,Laptop
Intel Pentium B960 @ 2.20GHz,2,910,941,35,PGA988,Laptop
Intel Pentium B970 @ 2.30GHz,2,"1,091","1,055",35,PGA988,Laptop
Intel Pentium B980 @ 2.40GHz,2,"1,076","1,060",35,FCPGA988,Laptop
Intel Pentium D 805 @ 2.66GHz,2,374,497,95,PLGA775,Desktop
Intel Pentium D 830 @ 3.00GHz,2,494,550,95,PLGA775,Desktop
Intel Pentium D 915 @ 2.80GHz,2,423,508,95,PLGA775,Desktop
Intel Pentium D 940 @ 3.20GHz,2,498,574,130,PLGA775,Desktop
Intel Pentium D 950 @ 3.40GHz,2,679,695,130,PLGA775,Desktop
Intel Pentium D 960 @ 3.60GHz,2,743,775,130,PLGA775,Desktop
Intel Pentium D1508 @ 2.20GHz,2,"3,240","1,760",25,FCBGA1667,Server
Intel Pentium E2140 @ 1.60GHz,2,549,605,65,"LGA775, PLGA775",Desktop
Intel Pentium E2160 @ 1.80GHz,2,640,684,65,LGA775,Desktop
